entry_index	manifest_line	key	path	status	context	source	target	source_state	expected_count	source_count	target_count	decision	confidence	risk_tags	public_rc_rows	token_status	glossary_status	copy_status	functional_status	notes
7367	51535		app/src/terminal/general_settings.rs	active	Phase 56 terminal general settings description	Whether to show a tooltip when hovering over links.	是否在悬停链接时显示工具提示。	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7368	51542		app/src/terminal/general_settings.rs	active	Phase 56 terminal general settings description	Whether to automatically open the code review pane when the agent makes its first change.	是否在 Agent 首次做出更改时自动打开代码审查面板。	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7369	51550		app/src/terminal/input/inline_history/view.rs	active	Phase 56 inline history tab label	All	全部	target-and-source-present	2	3	2	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7370	51558		app/src/terminal/input/inline_history/view.rs	active	Phase 56 inline history tab label	Commands	命令	target-and-source-present		4	2	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7371	51565		app/src/terminal/input/inline_history/view.rs	active	Phase 56 inline history tab label	Prompts	提示词	target-and-source-present		2	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7372	51572		app/src/terminal/input/inline_history/view.rs	active	Phase 56 inline history header action	Configure	配置	target-and-source-present		3	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7373	51579		app/src/terminal/input/inline_history/view.rs	active	Phase 56 reviewed search query localization for settings navigation	commands history	命令 历史	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7374	51586		app/src/terminal/input/inline_history/view.rs	active	Phase 56 inline history header	History	历史记录	target-and-source-present		56	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7375	51593		app/src/terminal/input/message_bar/attached_context.rs	active	Phase 56 terminal attached context message	`{}` attached as context	`{}` 已附加为上下文	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder;terminal-command		clean	clean	clean	clean	none
7376	51600		app/src/terminal/input/message_bar/attached_context.rs	active	Phase 56 terminal attached context message	`{}` and 1 other command attached as context	`{}` 和另外 1 条命令已附加为上下文	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder;terminal-command		clean	clean	clean	clean	none
7377	51607		app/src/terminal/input/message_bar/attached_context.rs	active	Phase 56 terminal attached context message	`{}` and {} other commands attached as context	`{}` 和另外 {} 条命令已附加为上下文	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder;terminal-command		clean	clean	clean	clean	none
7378	51614		app/src/terminal/input/message_bar/attached_context.rs	active	Phase 56 terminal attached context escape hint	 to remove	 以移除	target-present	2	0	2	simulated-accepted-with-note	medium	destructive-action;terminal-command		clean	clean	clean	clean	none
7379	51622		app/src/terminal/input/message_bar/attached_context.rs	active	Phase 56 terminal attached text context message	selected text attached as context	所选文本已附加为上下文	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7380	51629		app/src/terminal/input/models/model_spec_scores.rs	active	Phase 56 model spec popover title	Model Specs	模型规格	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7381	51636		app/src/terminal/input/models/model_spec_scores.rs	active	Phase 56 model spec popover description	Warp's benchmarks for how well a model performs in our harness, the rate at which it consumes credits, and task speed.	Warp 基准测试会衡量模型在我们的 harness 中的表现、消耗点数的速率和任务速度。	target-present		0	1	blocked-public-rc	medium	billing-quota;terminal-command	GUI-BILL-01;GUI-BILL-02	clean	clean	clean	clean	none
7382	51644		app/src/terminal/input/models/model_spec_scores.rs	active	Phase 56 model spec reasoning title	Reasoning level	推理等级	target-present		0	2	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7383	51651		app/src/terminal/input/models/model_spec_scores.rs	active	Phase 56 model spec reasoning description	Increased reasoning levels consume more credits and have higher latency, but higher performance for complicated tasks.	更高的推理等级会消耗更多点数并带来更高延迟，但在复杂任务上表现更好。	target-present		0	1	blocked-public-rc	medium	billing-quota;terminal-command	GUI-BILL-01;GUI-BILL-02	clean	clean	clean	clean	none
7384	51658		app/src/terminal/input/models/model_spec_scores.rs	active	Phase 56 model spec score label	Intelligence	智能程度	target-and-source-present		2	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7385	51665		app/src/terminal/input/models/model_spec_scores.rs	active	Phase 56 model spec score label	Speed	速度	target-present		0	2	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7386	51672		app/src/terminal/input/models/model_spec_scores.rs	active	Phase 56 model spec score label	Cost	费用	target-and-source-present	2	9	2	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7387	51680		app/src/terminal/keys_settings.rs	active	Phase 56 key settings description	Configuration options for Quake Mode window behavior.	Quake 模式窗口行为的配置选项。	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7388	51688		app/src/terminal/keys_settings.rs	active	Phase 56 key settings description	Whether the dedicated hotkey window is enabled. Mutually exclusive with `global_hotkey.toggle_all_windows.enabled`; only one should be true at a time.	是否启用专用快捷键窗口。与 `global_hotkey.toggle_all_windows.enabled` 互斥；同一时间只能有一个为 true。	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7389	51696		app/src/terminal/keys_settings.rs	active	Phase 56 key settings description	Whether the hotkey that toggles visibility of all windows is enabled. Mutually exclusive with `global_hotkey.dedicated_window.enabled`; only one should be true at a time.	是否启用用于切换所有窗口可见性的快捷键。与 `global_hotkey.dedicated_window.enabled` 互斥；同一时间只能有一个为 true。	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7390	51704		app/src/terminal/keys_settings.rs	active	Phase 56 reviewed preserve: keybinding schema format contract with escaped examples	"The keybinding used for the global activation hotkey. Format: modifiers (cmd, ctrl, alt, shift, meta) and a key joined by '-', e.g. ""cmd-shift-a"" or ""alt-enter"". Bindings are case-sensitive: when shift is present, the key must be its shifted form (e.g., ""ctrl-shift-E"", not ""ctrl-shift-e"")."	"The keybinding used for the global activation hotkey. Format: modifiers (cmd, ctrl, alt, shift, meta) and a key joined by '-', e.g. ""cmd-shift-a"" or ""alt-enter"". Bindings are case-sensitive: when shift is present, the key must be its shifted form (e.g., ""ctrl-shift-E"", not ""ctrl-shift-e"")."	missing-in-current-source		0	0	simulated-accepted-with-note	medium	english-preserved;terminal-command		clean	clean	note	source-state-review	English preserved; verify this is product/internal text | source state is missing-in-current-source
7391	51712		app/src/terminal/keys_settings.rs	active	Phase 56 key settings description	Controls which additional keys are treated as meta keys.	控制哪些额外按键会被视为 meta 键。	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7392	51720		app/src/terminal/keys_settings.rs	active	Phase 56 key settings description	Controls the behavior of Ctrl+Tab.	控制 Ctrl+Tab 的行为。	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7393	51728		app/src/terminal/model/block.rs	active	Phase 56 reviewed preserve: debug struct name	Block	Block	target-and-source-present		227	227	simulated-accepted-with-note	medium	english-preserved;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text
7394	51735		app/src/terminal/model/block.rs	active	Phase 56 reviewed preserve: internal invariant	set_restored_block_was_local should only be called for restored blocks	set_restored_block_was_local should only be called for restored blocks	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text
7395	51742		app/src/terminal/model/block.rs	active	Phase 56 reviewed preserve: compact duration format	 ({}h {}m {:.0}s)	 ({}h {}m {:.0}s)	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text
7396	51749		app/src/terminal/model/block.rs	active	Phase 56 reviewed preserve: compact duration format	 ({}h {:.0}s)	 ({}h {:.0}s)	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text
7397	51756		app/src/terminal/model/block.rs	active	Phase 56 reviewed preserve: compact duration format	 ({}m {:.2}s)	 ({}m {:.2}s)	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text
7398	51763		app/src/terminal/model/block.rs	active	Phase 56 reviewed preserve: compact duration format	 ({}s)	 ({}s)	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text
7399	51770		app/src/terminal/model/block.rs	active	Phase 56 reviewed preserve: internal invariant	Attempt to calculate offset for section not within block.	Attempt to calculate offset for section not within block.	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text
7400	51777		app/src/terminal/safe_mode_settings.rs	active	Phase 56 safe mode schema description	How detected secrets are visually displayed.	检测到的密钥如何在视觉上显示。	target-present		0	1	blocked-public-rc	medium	api-key-secret;terminal-command	GUI-WS-04	clean	clean	clean	clean	none
7401	51784		app/src/terminal/safe_mode_settings.rs	active	Phase 56 safe mode display option	Asterisks	星号	target-and-source-present		5	2	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7402	51791		app/src/terminal/safe_mode_settings.rs	active	Phase 56 safe mode display option	Strikethrough	删除线	target-and-source-present		7	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7403	51798		app/src/terminal/safe_mode_settings.rs	active	Phase 56 safe mode display option	Always show secrets	始终显示密钥	target-present		0	1	blocked-public-rc	medium	api-key-secret;terminal-command	GUI-WS-04	clean	clean	clean	clean	none
