entry_index	manifest_line	module_group	path	source_state	source	target	decision	rationale
6873	48052	terminal-command	app/src/terminal/local_shell/mod.rs	target-and-source-present	string join : $PATH	string join : $PATH	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6874	48059	terminal-command	app/src/terminal/local_shell/mod.rs	target-and-source-present	-i	-i	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6875	48066	terminal-command	app/src/terminal/local_shell/mod.rs	target-and-source-present	-l	-l	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6876	48073	terminal-command	app/src/terminal/local_shell/mod.rs	target-and-source-present	-c	-c	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6877	48080	terminal-command	app/src/terminal/local_shell/mod.rs	target-and-source-present	-Command	-Command	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6878	48087	terminal-command	app/src/terminal/local_shell/mod.rs	target-and-source-present	[LSP PATH] Interactive shell capture had non-zero exit: {}	[LSP PATH] Interactive shell capture had non-zero exit: {}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6879	48094	terminal-command	app/src/terminal/local_tty/unix.rs	target-and-source-present	{}:ro	{}:ro	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6880	48101	terminal-command	app/src/terminal/local_tty/unix.rs	target-and-source-present	cd {DOCKER_SANDBOX_HOME_DIR} && exec bash --rcfile {init_path_quoted} --noprofile	cd {DOCKER_SANDBOX_HOME_DIR} && exec bash --rcfile {init_path_quoted} --noprofile	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6881	48108	terminal-command	app/src/terminal/local_tty/unix.rs	target-and-source-present	--template	--template	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6882	48115	terminal-command	app/src/terminal/local_tty/unix.rs	target-and-source-present	--name	--name	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6883	48122	terminal-command	app/src/terminal/local_tty/unix.rs	target-and-source-present	-c	-c	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6884	48129	terminal-command	app/src/terminal/local_tty/unix.rs	target-and-source-present	Given invalid shell starter on Unix-based system	Given invalid shell starter on Unix-based system	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6885	48136	terminal-command	app/src/terminal/local_tty/unix.rs	target-and-source-present	Starting shell {}	Starting shell {}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6886	48143	terminal-command	app/src/terminal/local_tty/unix.rs	target-and-source-present	xterm-256color	xterm-256color	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6887	48150	terminal-command	app/src/terminal/local_tty/unix.rs	target-and-source-present	WarpTerminal	WarpTerminal	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
6888	48157	terminal-command	app/src/terminal/local_tty/unix.rs	missing-in-current-source	500n	500n	needs-owner-review-source-state	Current-source string did not match audit source exactly; treat as escaped/newline or source drift queue before editing.
6889	48164	terminal-command	app/src/terminal/local_tty/unix.rs	target-and-source-present	Successfully spawned child {} process with pid {}	Successfully spawned child {} process with pid {}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6890	48171	terminal-command	app/src/terminal/local_tty/unix.rs	target-and-source-present	Starting Docker sandbox via {}	Starting Docker sandbox via {}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6891	48178	terminal-command	app/src/terminal/local_tty/windows/conpty_api.rs	target-and-source-present	CreatePsuedoConsole	CreatePsuedoConsole	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
6892	48185	terminal-command	app/src/terminal/local_tty/windows/conpty_api.rs	target-and-source-present	ResizePsuedoConsole	ResizePsuedoConsole	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
6893	48192	terminal-command	app/src/terminal/local_tty/windows/conpty_api.rs	target-and-source-present	ClosePsuedoConsole	ClosePsuedoConsole	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
6894	48199	terminal-command	app/src/terminal/local_tty/windows/conpty_api.rs	target-and-source-present	ShowHidePseudoConsole	ShowHidePseudoConsole	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
6895	48206	terminal-command	app/src/terminal/local_tty/windows/conpty_api.rs	target-and-source-present	ReleasePseudoConsole	ReleasePseudoConsole	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
6896	48213	terminal-command	app/src/terminal/local_tty/windows/conpty_api.rs	target-and-source-present	Failed to construct target directory: {0}	Failed to construct target directory: {0}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6897	48220	terminal-command	app/src/terminal/local_tty/windows/conpty_api.rs	target-and-source-present	Failed to load ConPTY library module: {windows_error:#}. DLL file exists: {dll_file_exists:?}	Failed to load ConPTY library module: {windows_error:#}. DLL file exists: {dll_file_exists:?}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6898	48227	terminal-command	app/src/terminal/local_tty/windows/conpty_api.rs	target-and-source-present	Failed to get procedure address for {fn_name:?}	Failed to get procedure address for {fn_name:?}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6899	48234	terminal-command	app/src/terminal/local_tty/windows/conpty_api.rs	target-and-source-present	conpty.dll	conpty.dll	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6900	48241	terminal-command	app/src/terminal/local_tty/windows/conpty_api.rs	target-and-source-present	CreatePseudoConsole	CreatePseudoConsole	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
6901	48248	terminal-command	app/src/terminal/local_tty/windows/conpty_api.rs	target-and-source-present	ResizePseudoConsole	ResizePseudoConsole	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
6902	48255	terminal-command	app/src/terminal/local_tty/windows/conpty_api.rs	target-and-source-present	ClosePseudoConsole	ClosePseudoConsole	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
6903	48262	terminal-command	app/src/terminal/local_tty/windows/conpty_api.rs	target-and-source-present	ConptyShowHidePseudoConsole	ConptyShowHidePseudoConsole	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
6904	48269	terminal-command	app/src/terminal/local_tty/windows/conpty_api.rs	target-and-source-present	ConptyReleasePseudoConsole	ConptyReleasePseudoConsole	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
6905	48276	terminal-command	app/src/terminal/local_tty/windows/mod.rs	target-and-source-present	Could not create anonymous pipes for PTY input/output: {0:#}	Could not create anonymous pipes for PTY input/output: {0:#}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6906	48283	terminal-command	app/src/terminal/local_tty/windows/mod.rs	target-and-source-present	Could not create pipe for PTY input/output: {0:#}	Could not create pipe for PTY input/output: {0:#}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
