entry_index	manifest_line	module_group	path	source_state	risk_tags	token_status	functional_status	public_rc_rows	decision	rationale
6929	48444	terminal-command	app/src/terminal/model/grid/ansi_handler.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6930	48451	terminal-command	app/src/terminal/model/grid/ansi_handler.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6931	48458	terminal-command	app/src/terminal/model/grid/ansi_handler.rs	target-and-source-present	destructive-action;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6932	48465	terminal-command	app/src/terminal/model/grid/ansi_handler.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6933	48472	terminal-command	app/src/terminal/model/tmux/commands.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6934	48479	terminal-command	app/src/terminal/model/tmux/commands.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6935	48486	terminal-command	app/src/terminal/model/tmux/commands.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6936	48493	terminal-command	app/src/terminal/model/tmux/commands.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6937	48500	terminal-command	app/src/terminal/model/tmux/commands.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6938	48507	terminal-command	app/src/terminal/model/tmux/commands.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6939	48514	terminal-command	app/src/terminal/model/tmux/commands.rs	missing-in-current-source	dynamic-placeholder;english-preserved;terminal-command	clean	source-state-review		preserve-intentional-command-template-source-state	Command/template/protocol row should stay stable; source-state miss is a normalization/drift queue.
6940	48521	terminal-command	app/src/terminal/model/tmux/commands.rs	missing-in-current-source	destructive-action;english-preserved;terminal-command	clean	source-state-review		preserve-intentional-command-template-source-state	Command/template/protocol row should stay stable; source-state miss is a normalization/drift queue.
6941	48528	terminal-command	app/src/terminal/model/tmux/commands.rs	missing-in-current-source	english-preserved;terminal-command	clean	source-state-review		preserve-intentional-command-template-source-state	Command/template/protocol row should stay stable; source-state miss is a normalization/drift queue.
6942	48535	terminal-command	app/src/terminal/model/tmux/commands.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6943	48542	terminal-command	app/src/terminal/model/tmux/commands.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6944	48549	terminal-command	app/src/terminal/shared_session/mod.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6945	48556	terminal-command	app/src/terminal/shared_session/mod.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6946	48563	terminal-command	app/src/terminal/shared_session/mod.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6947	48570	terminal-command	app/src/terminal/shared_session/mod.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6948	48577	terminal-command	app/src/terminal/shared_session/mod.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6949	48584	terminal-command	app/src/terminal/shared_session/mod.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6950	48591	terminal-command	app/src/terminal/shared_session/mod.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6951	48598	terminal-command	app/src/terminal/shared_session/mod.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6952	48605	terminal-command	app/src/terminal/shared_session/mod.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6953	48612	terminal-command	app/src/terminal/shared_session/mod.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6954	48619	terminal-command	app/src/terminal/shared_session/mod.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6955	48626	terminal-command	app/src/terminal/shared_session/mod.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6956	48633	terminal-command	app/src/terminal/shared_session/mod.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6957	48640	terminal-command	app/src/terminal/prompt_render_helper.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6958	48647	terminal-command	app/src/terminal/prompt_render_helper.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6959	48654	terminal-command	app/src/terminal/model/tmux/commands.rs	missing-in-current-source	dynamic-placeholder;english-preserved;terminal-command	clean	source-state-review		preserve-intentional-command-template-source-state	Command/template/protocol row should stay stable; source-state miss is a normalization/drift queue.
6960	48661	terminal-command	app/src/terminal/model/tmux/commands.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
